Mould Code,Mould Name,ItemNo,Description
,,FGPLT1200027,PALLET -1200X800X140mm ORANGE
.,,,
RACKPLTHK001,PLATE RACK HOOK AND KNOB 2018,SFRCKPLTE128,PLATE RACK KNOB - TINT PINK
,,SFRCKPLTHK08,PLATE RACK HOOK 2018 -WHITE
,,SFRCKPLTHK09,PLATE RACK HOOK 2018 -TINT PINK
,,SFRCKPLTKN07,PLATE RACK KNOB 2018 -WHITE
.,,,
RACKPLTKNOB0,PLATE RACK KNOB,SFRCKSHOE019,SHOE RACK KNOB  - BLACK
,,SFRCKPLTE129,PLATE RACK KNOB - 2018ˇ PHX 01- MARBLE GREY
.,,,
RACKPLTPN001,PLATE RACK PIN 2015,SFRCKPLTE127,PLATE RACK PIN 2015 -TINT PINK
,,SFRCKPLTE107,PLATE RACK PIN 2015 PHX 01- MARBLE GREY
.,,,
RACKPLTPRHG0,PLATE RACK PREMIUM 2016 HINGE,SFRCKPRHIN05,PLATE RACK PRIME 2017 HINGE - CLEAR
.,,,
RACKPLTPRLB0,PLATE RACK PREMIUM 2016 TOP BACK COVER,SFRCKPTBC001,PLATE RACK PREMIUM 2016 TOP BACK COVER - CLEAR
.,,,
RACKPLTPRLF0,PLATE RACK PREMIUM 2016 TOP FRONT COVER,SFRCKPTFC001,PLATE RACK PREMIUM 2016 TOP FRONT COVER - CLEAR
.,,,
RACKPLTPRTR0,PLATE RACK PREMIUM 2016 TRAY,SFRCKPRTRY05,PLATE RACK PRIME 2017 TRAY - GREY 414C
,,SFRCKPRTRY06,PLATE RACK PRIME 2017 TRAY - TINT PINK
,,SFRCKPTTR001,PLATE RACK PREMIUM 2016 TRAY - WHITE
,,SFRCKPTTR002,PLATE RACK PREMIUM 2016 TRAY - GREY
.,,,
RACKPLTPRWC0,PLATE RACK PREMIUM 2016 WATER COLLECTOR,SFRCKPRWCL04,PLATE RACK PRIME 2017 WATER CLCTR - GREY 414C
,,SFRCKPRWCL05,PLATE RACK PRIME 2017 WATER CLCTR -  TINT PINK
,,SFRCKPTWC001,PLATE RACK PREMIUM 2016 WATER CLCTR - WHITE
,,SFRCKPTWC002,PLATE RACK PREMIUM 2016 WATER CLCTR - GREY
.,,,
RACKPLTTR001,PLATE RACK TRAY 2018,SFRCKPLTTR04,PLATE RACK TRAY 2018 - WHITE
,,SFRCKPLTTR05,PLATE RACK TRAY 2018 - TINT PINK
,,SFRCKPLTTR17,PLATE RACK TRAY 2018 PHX 01- MARBLE GREY
,,SFRCKPLTTR18,PLATE RACK WTR CLCTR- PHX 01- MARBLE GREY
.,,,
RACKPLTWCTR0,PLATE RACK WTR COLLECTOR,SFRCKPLTWC02,PLATE RACK WTR CLCTR- TINT PINK
.,,,
RACKPMTLTR00,RACK PANTRY MATE LARGE TRAY,SFRCKPANT020,RACK PANTRY MATE LARGE TRAY-TINT PINK
.,,,
RACKPMTSPN00,RACK PANTRY MATE SID PANNEL,SFRCKPANT021,RACK PANTRY MATE SID PANNEL-TINT PINK
.,,,
RACKPMTSTR00,RACK PANTRY MATE SMALL TRAY,SFRCKPANT022,RACK PANTRY MATE SMALL TRAY-TINT PINK
.,,,
RACKSHFTLG00,SHOE RACK FOOT LARGE,SFRCKSHOE013,SHOE RACK FOOT LARGE - BROWN
,,SFRCKSHOE021,SHOE RACK FOOT LARGE  - BLACK
.,,,
RACKSHFTSM00,SHOE RACK FOOT SMALL,SFRCKSHOE012,SHOE RACK FOOT SMALL - BROWN
,,SFRCKSHOE020,SHOE RACK FOOT SMALL  - BLACK
.,,,
RACKSHKNOB00,SHOE RACK KNOB,SFRCKSHOE011,SHOE RACK KNOB - BROWN
.,,,
RACKSHPLHD00,SHOE RACK POLISH HOLDER,SFRCKSHOE009,SHOE RACK POLISH HOLDER -BROWN
,,SFRCKSHOE016,SHOE RACK POLISH HOLDER -BLACK
.,,,
RACKSHPNLG00,SHOE RACK PIN LONG,SFRCKSHOE018,SHOE RACK PIN  -  BLACK
.,,,
RACKSHPNLG01,SHOE RACK PIN LONG (8CV) 2018,SFRCKSHOE015,SHOE RACK PIN (8CV) 2018 - BROWN
,,SFRCKSHOE023,SHOE RACK PIN (8CV) 2018 - BLACK
.,,,
RACKSHPNST00,SHOE RACK PIN SHORT,SFRCKSHOE024,SHOE RACK SHORT PIN - BROWN
,,SFRCKSHOE064,SHOE RACK SHORT PIN - BLACK
.,,,
RACKSHTTRAY1,SHOE RACK TRAY 2017,SFRCKSHOE014,SHOE RACK TRAY 2017 - BROWN
,,SFRCKSHOE022,SHOE RACK TRAY 2017 - BLACK
.,,,
RACKSHUMHD00,SHOE RACK UMBRE HOLD,SFRCKSHOE010,SHOE RACK UMBRE HOLD -BROWN
,,SFRCKSHOE017,SHOE RACK UMBRE HOLD -BLACK
.,,,
RACKVEGSMNB0,VEGETABLE RACK SMALL KNOB 2013,SFRCKVEGI080,VEGETABLE RACK S -KNOB2013 - LIGHT GREEN
,,SFRCKVEGI118,VEGETABLE RACK S -KNOB2013 - BITTER CHOCLATE
,,SFRCKVEGI122,VEGETABLE RACK S -KNOB2013 - MARBLE GREY
.,,,
RACKVEGSTR00,VEGETABLE RACK SMALL TRAY 2013,SFRCKVEGI077,VEGETABLE RACK S -TRAY 2013 - LIGHT GREEN
,,SFRCKVEGI121,VEGETABLE RACK S -TRAY 2013 - BITTER CHOCLATE
,,SFRCKVEGI125,VEGETABLE RACK S -TRAY 2013 - MARBLE GREY
.,,,
RACKVGPNSM00,VEGETABLE RACK SMALL PIN 2013,SFRCKVEGI078,VEGETABLE RACK S -PIN 2013 - LIGHT GREEN
,,SFRCKVEGI119,VEGETABLE RACK S -PIN 2013 - BITTER CHOCLATE
,,SFRCKVEGI123,VEGETABLE RACK S -PIN 2013 - MARBLE GREY
,,SFRCKVEGI081,VEGETABLE RACK S -PIN PHX 01- MARBLE GREY
.,,,
RACKVGSMLG00,VEGETABLE RACK SMALL LEG 2013,SFRCKVEGI079,VEGETABLE RACK S -LEG2013 - LIGHT GREEN
,,SFRCKVEGI120,VEGETABLE RACK S -LEG2013 - BITTER CHOCLATE
,,SFRCKVEGI124,VEGETABLE RACK S -LEG2013 - MARBLE GREY
,,SFRCKVEGI082,VEGETABLE RACK S -LEGˇ PHX 01- MARBLE GREY
.,,,
SHORBKFRDR00,SHOE ORGANIZER BACK & FRON DOOR,SFRCKSHOR007,SHOE ORGANIZER BACK DOOR - FOG
,,SFRCKSHOR008,SHOE ORGANIZER BACK DOOR - WOOD
,,SFRCKSHOR009,SHOE ORGANIZER FRONT DOOR - CLEAR
,,SFRCKSHOR015,SHOE ORGANIZER BACK DOOR - WHITE
,,SFRCKSHOR016,SHOE ORGANIZER FRONT DOOR - CLEAR
,,SFRCKSHOR018,SHOE ORGANIZER BACK DOOR - BLACK
.,,,
SHORBOTTRY00,SHOE ORGANIZER BOTTOM TRAY,SFRCKSHOR005,SHOE ORGANIZER BOTTOM TRAY - FOG
,,SFRCKSHOR006,SHOE ORGANIZER BOTTOM TRAY - WOOD
,,SFRCKSHOR014,SHOE ORGANIZER BOTTOM TRAY -WHITE
,,SFRCKSHOR019,SHOE ORGANIZER BOTTOM TRAY - BLACK
.,,,
SHORLATERL00,SHOE ORGANIZER LATERAL,SFRCKSHOR001,SHOE ORGANIZER LATERAL - FOG
,,SFRCKSHOR002,SHOE ORGANIZER LATERAL - WOOD
,,SFRCKSHOR012,SHOE ORGANIZER LATERAL - WHITE
,,SFRCKSHOR020,SHOE ORGANIZER LATERAL - BLACK
.,,,
SHORLOCK0000,SHOE ORGANIZER LOCK,SFRCKSHOR010,SHOE ORGANIZER LOCK - FOG
,,SFRCKSHOR011,SHOE ORGANIZER LOCK - WOOD
,,SFRCKSHOR017,SHOE ORGANIZER LOCK - WHITE
,,SFRCKSHOR021,SHOE ORGANIZER LOCK - BLACK
.,,,
SHORTOPTRY00,SHOE ORGANIZER TOP TRAY,SFRCKSHOR003,SHOE ORGANIZER TOP TRAY - FOG
,,SFRCKSHOR004,SHOE ORGANIZER TOP TRAY - WOOD
,,SFRCKSHOR013,SHOE ORGANIZER TOP TRAY - WHITE
,,SFRCKSHOR022,SHOE ORGANIZER TOP TRAY - BLACK
.,,,
STB10040HND0,STORAGE BOX HANDLE 2024,SFSBXNDHN001,STORAGE BOX HANDLE - RED
,,SFSBXNDHN002,STORAGE BOX HANDLE - FOG
,,SFSBXNDHN003,STORAGE BOX HANDLE - JUNGLE
,,SFSBXNDHN004,STORAGE BOX HANDLE - SKY
,,SFSBXNDHN005,STORAGE BOX HANDLE - VELVET
,,SFSBXNDHN006,STORAGE BOX HANDLE - CAMEL
.,,,
STBX005LTBT0,STORAGE BOX 05LT BOTTOM 2020,SFSTBXB05001,STORAGE BOX 5LT BOTTOM 2020 - CLEAR
,,SFSTBXB05006,STORAGE BOX 5LT BOTTOM 2020 - BEGIE TEA
,,SFSTBXB05007,STORAGE BOX 5LT BOTTOM 2020 - GREIGE TEA
,,SFSTBXB05008,STORAGE BOX 5LT BOTTOM 2020 - BROWN TEA
,,SFSTBXB05009,STORAGE BOX 5LT BOTTOM 2020 - STRAWBERRY?
,,SFSTBXB05010,STORAGE BOX 5LT BOTTOM 2020 - ?MANGO?
,,SFSTBXB05011,STORAGE BOX 5LT BOTTOM 2020 - SKY?
.,,,
STBX005LTTP0,STORAGE BOX 05LT TOP 2020,SFSTBXT05001,STORAGE BOX 5LT TOP 2020 - CLEAR
,,SFSTBXT05006,STORAGE BOX 5LT TOP 2020 - BEGIE TEA
,,SFSTBXT05007,STORAGE BOX 5LT TOP 2020 - GREIGE TEA
,,SFSTBXT05008,STORAGE BOX 5LT TOP 2020 - BROWN TEA
.,,,
STBX010LTBT0,STORAGE BOX 10LT BOTTOM 2020,SFSTBXB10001,STORAGE BOX 10LT BOTTOM 2020 - CLEAR
,,SFSTBXB10002,STORAGE BOX 10LT BOTTOM 2020 - OCEAN
,,SFSTBXB10003,STORAGE BOX 10LT BOTTOM 2020 - CANDY
,,SFSTBXB10004,STORAGE BOX 10LT BOTTOM 2020 - LIME
,,SFSTBXB10005,STORAGE BOX 10LT BOTTOM 2020 - GRASS
,,SFSTBXB10010,STORAGE BOX 10LT BOTTOM 2020 - BEGIE TEA
,,SFSTBXB10011,STORAGE BOX 10LT BOTTOM 2020 - GREIGE TEA
,,SFSTBXB10012,STORAGE BOX 10LT BOTTOM 2020 - BROWN TEA
.,,,
STBX020LTBT0,STORAGE BOX 20LT BOTTOM 2020,SFSTBXB20001,STORAGE BOX 20LT BOTTOM 2020 - CLEAR
.,,,
STBX030LTBT0,STORAGE BOX 30LT BOTTOM 2020,SFSTBXB30001,STORAGE BOX 30LT BOTTOM 2020 - CLEAR
.,,,
STBX040LTBT0,STORAGE BOX 40LT BOTTOM 2024,SFSBXN040B01,STORAGE BOX 40LT BOTTOM - CLEAR
,,SFSBXN040B02,STORAGE BOX 40LT BOTTOM - JUNGLE
,,SFSBXN040B03,STORAGE BOX 40LT BOTTOM - SKY
,,SFSBXN040B04,STORAGE BOX 40LT BOTTOM - VELVET
,,SFSBXN040B05,STORAGE BOX 40LT BOTTOM - CAMEL
,,SFSBXN040B06,STORAGE BOX 40LT BOTTOM - CLEAR (WITHOUT WHEEL)
,,SFSBXN040B07,STORAGE BOX 40LT BOTTOM - JUNGLE (WITHOUT WHEEL)
,,SFSBXN040B08,STORAGE BOX 40LT BOTTOM - SKY (WITHOUT WHEEL)
,,SFSBXN040B09,STORAGE BOX 40LT BOTTOM - VELVET (WITHOUT WHEEL)
,,SFSBXN040B10,STORAGE BOX 40LT BOTTOM - CAMEL (WITHOUT WHEEL)
.,,,
STBX040LTTP0,STORAGE BOX 40LT TOP 2024,SFSBXN040T01,STORAGE BOX 40LT TOP - CLEAR
,,SFSBXN040T02,STORAGE BOX 40LT TOP - JUNGLE
,,SFSBXN040T03,STORAGE BOX 40LT TOP - SKY
,,SFSBXN040T04,STORAGE BOX 40LT TOP - VELVET
,,SFSBXN040T05,STORAGE BOX 40LT TOP - CAMEL
.,,,
STBX045LTBT0,STORAGE BOX 45LT BOTTOM 2020,SFSTBXB45001,STORAGE BOX 45LT BOTTOM 2020 - CLEAR
,,SFSTBXB45002,STORAGE BOX 45LT BOTTOM 2020 - OCEAN
,,SFSTBXB45003,STORAGE BOX 45LT BOTTOM 2020 - CANDY
,,SFSTBXB45004,STORAGE BOX 45LT BOTTOM 2020 - LIME
,,SFSTBXB45005,STORAGE BOX 45LT BOTTOM 2020 - GRASS
.,,,
STBX065LTBT0,STORAGE BOX 65LT BOTTOM 2020,SFSTBXB65001,STORAGE BOX 65LT BOTTOM 2020 - CLEAR
.,,,
STBX100LBT01,STORAGE BOX 100LT BOTTOM 2024,SFSBXN100B01,STORAGE BOX 100LT BOTTOM - CLEAR
,,SFSBXN100B02,STORAGE BOX 100LT BOTTOM - JUNGLE
,,SFSBXN100B03,STORAGE BOX 100LT BOTTOM - SKY
,,SFSBXN100B04,STORAGE BOX 100LT BOTTOM - VELVET
,,SFSBXN100B05,STORAGE BOX 100LT BOTTOM - CAMEL
.,,,
STBX100LTBT0,STORAGE BOX  100LT BOTTOM,SFSBX100L004,STORAGE BOX 100LT BOTTOM - CLE
.,,,
STBX100LTP01,STORAGE BOX 100LT TOP 2024,SFSBXN100T01,STORAGE BOX 100LT TOP - CLEAR
,,SFSBXN100T02,STORAGE BOX 100LT TOP - JUNGLE
,,SFSBXN100T03,STORAGE BOX 100LT TOP - SKY
,,SFSBXN100T04,STORAGE BOX 100LT TOP - VELVET
,,SFSBXN100T05,STORAGE BOX 100LT TOP - CAMEL
.,,,
STBX100LTTP0,STORAGE BOX  100LT TOP,SFSBX100L003,STORAGE BOX  - TOP 100LT  CLEA
,,SFSBXN100T06,STORAGE BOX  100LT TOP - GREEN
.,,,
STBX1020LTP0,STORAGE BOX 10/20LT TOP 2020,SFSTBXT10002,STORAGE BOX 10/20LT TOP 2020 - OCEAN
,,SFSTBXT10003,STORAGE BOX 10/20LT TOP 2020 - CANDY
,,SFSTBXT10004,STORAGE BOX 10/20LT TOP 2020 - LIME
,,SFSTBXT10005,STORAGE BOX 10/20LT TOP 2020 - GRASS
,,SFSTBXT10010,STORAGE BOX 10/20LT TOP 2020 - BEGIE TEA
,,SFSTBXT10011,STORAGE BOX 10/20LT TOP 2020 - GREIGE TEA
,,SFSTBXT10012,STORAGE BOX 10/20LT TOP 2020 - BROWN TEA
.,,,
STBX130LTBT0,STORAGE BOX 130LT BOTTOM 2020,SFSTBXB13001,STORAGE BOX 130LT BOTTOM 2020 - CLEAR
.,,,
STBX130LTTP0,STORAGE BOX 130LT TOP 2020,SFSTBXT13001,STORAGE BOX 130LT TOP 2020 - CLEAR
.,,,
STBX304565T0,STORAGE BOX 30/45/65LT TOP 2020,SFSTBXT30001,STORAGE BOX 30/45/65LT TOP 2020 - CLEAR
,,SFSTBXT30002,STORAGE BOX 30/45/65LT TOP 2020 - OCEAN
,,SFSTBXT30003,STORAGE BOX 30/45/65LT TOP 2020 - CANDY
,,SFSTBXT30004,STORAGE BOX 30/45/65LT TOP 2020 - LIME
,,SFSTBXT30005,STORAGE BOX 30/45/65LT TOP 2020 - GRASS
.,,,
STBXARFLCP00,STORAGE BOX AIR FLOW CAP 2024,SFSBXNDAFC01,STORAGE BOX AIR FLOW CAP - RED
,,SFSBXNDAFC02,STORAGE BOX AIR FLOW CAP - FOG
,,SFSBXNDAFC03,STORAGE BOX AIR FLOW CAP -JUNGLE
,,SFSBXNDAFC04,STORAGE BOX AIR FLOW CAP - SKY
,,SFSBXNDAFC05,STORAGE BOX AIR FLOW CAP - VELVET
,,SFSBXNDAFC06,STORAGE BOX AIR FLOW CAP - CAMEL
.,,,
STBXHANDLE00,STORAGE BOX  HANDLE,SFSBX12LH004,STORAGE BOX  - HANDLE  FOG
.,,,
STBXLOCK2000,STORAGE BOX LOCK (2CV) 2020,SFSBXALLD001,STORAGE BOX LOCK 2020 - ORANGE
,,SFSBXALLD003,STORAGE BOX LOCK 2020 - GREY
,,SFSBXALLD004,STORAGE BOX LOCK 2020 - OCEAN
,,SFSBXALLD005,STORAGE BOX LOCK 2020 - CANDY
,,SFSBXALLD006,STORAGE BOX LOCK 2020 - LIME
,,SFSBXALLD007,STORAGE BOX LOCK 2020 - GRASS
,,SFSBXALLD012,STORAGE BOX LOCK 2020 - BEGIE TEA
,,SFSBXALLD013,STORAGE BOX LOCK 2020 - GREIGE TEA
,,SFSBXALLD014,STORAGE BOX LOCK 2020 - BROWN TEA
.,,,
STBXTRAY0000,STORAGE BOX TARY 2024,FGSBXSNTR001,STORAGE BOX TARY - RED
,,FGSBXSNTR002,STORAGE BOX TARY - FOG
,,FGSBXSNTR003,STORAGE BOX TARY - JUNGLE
,,FGSBXSNTR004,STORAGE BOX TARY - SKY
,,FGSBXSNTR005,STORAGE BOX TARY - VELVET
,,FGSBXSNTR006,STORAGE BOX TARY - CAMEL
.,,,
STBXUNBDBT00,UNDER BED STORAGE BOX BOTTOM,SFSBXUBED008,UNDERBED ST. BOX BOT-CLEAR
.,,,
STBXUNBDHD00,UNDER BED STORAGE BOX HANDLE,SFSBXUBED023,UNDERBED ST. BOX HANDLE-FOG
,,SFSBXUBED024,UNDERBED ST. BOX HANDLE-NEON
.,,,
STBXUNBDSP00,UNDER BED STORAGE BOX SEPERATOR,SFSBXUBED011,UNDERBED ST.BOX SEPERATO-CLEAR
.,,,
STBXUNBDTP10,UNDER BED STORAGE BOX TOP 1,SFSBXUBED009,UNDERBED ST. BOX TOP-1-CLEAR
.,,,
STBXUNBDTP20,UNDER BED STORAGE BOX TOP 2,SFSBXUBED010,UNDERBED ST. BOX TOP-2-CLEAR
.,,,
STBXUNBDWL00,UNDER BED STORAGE BOX WHEEL,SFSBXUBED025,UNDERBED ST. BOX WHEEL-FOG
,,SFSBXUBED026,UNDERBED ST. BOX WHEEL-NEON
.,,,
STBXWHEEL170,STORAGE BOX WHEEL (8CV) 2017,SFSBX12LW013,STORAGE BOX  - WHEEL(8CV) 2017  FOG
.,,,
STBXWHEEL200,STORAGE BOX WHEEL(4CV) 2020,SFSBXALLW001,STORAGE BOX WHEEL 2020 - ORANGE
,,SFSBXALLW003,STORAGE BOX WHEEL 2020 - GREY
,,SFSBXALLW004,STORAGE BOX WHEEL 2020 - OCEAN
,,SFSBXALLW005,STORAGE BOX WHEEL 2020 - CANDY
,,SFSBXALLW006,STORAGE BOX WHEEL 2020 - LIME
,,SFSBXALLW007,STORAGE BOX WHEEL 2020 - GRASS
.,,,
STGB126D0660,BOTTOM 740ML 126 X 126 X 66,SFBOTCLR0003,PRO-126X126X66 BOTTOM 740ML CLEAR
.,,,
STGB126D10L0,LID 740ML 126 X 126 X 10,SFLDBN740006,PRO-126X126X10LID 740ML ORANGE RAL 2002
,,SFLIDRED0001,PRO-126X126X10LID 740ML RED
,,SFLIDYLW0001,PRO-126X126X10LID 740ML YELLOW
,,SFLIDYLW0002,PRO-126X126X10LID 740ML BLUE 313C
,,SFLIDYLW0003,PRO-126X126X10LID 740ML GREEN 362C
.,,,
STGB126D1320,BOTTOM 1500ML 126 X 126 X 132,FGBOT1500003,PRO-126X126X132 BOT 1500ml-CLR
.,,,
STGB1650MBT0,BOT D133X159 1650ml,SFBOTCLR0002,PRO-D133X159 BOT 1650ml-CLEAR
.,,,
STGB1650MTP0,LID D134X21 1650ml,SFLID1650001,PRO-D134X21 LID 1650ml-BLUE 313C
,,SFLID1650002,PRO-D134X21 LID 1650ml-GREEN 362C
,,SFLID1650003,PRO-D134X21 LID 1650ml-YELLOW
,,SFLID1650004,PRO-D134X21 LID 1650ML-ORANGE RAL 2002
.,,,
STGB1870MBT0,CONTAINER 1870ML BOTTOM,SFBOTRSTC004,CONT 1870ML R/STORA BOTT-CLEAR
.,,,
STGB1870MTP0,CONTAINER 1870ML LID,SFLIDRSTW003,CONT 1870ML R/ST LID W/RUB-CLR
.,,,
STGB2800MBT0,CONTAINER 2800ML BOTTOM,SFBOTRSTC005,CONT 2800ML R/STOR  BOTT-CLEAR
.,,,
STGB2800MTP0,CONTAINER 2800ML LID,SFLIDRSTC003,CONT 2800ML R/ST LID W/RUB-CLR
.,,,
STGB350MLBT0,CONTAINER 350ML BOTTOM,SFBOTRSTC001,CONT 350ML R/STORAG BOTT-CLEAR
.,,,
STGB350MLTP0,CONTAINER 350ML LID,SFLIDRSTW001,CONT 350ML R/STO LID W/RUB-CLR
.,,,
STGB630MLBT0,CONTAINER 630ML BOTTOM,SFBOTRSTC002,CONT 630ML R/STORAG BOTT-CLEAR
.,,,
STGB630MLTP0,CONTAINER 630ML LID,SFLIDRED0002,CONT 630ML R/STO LID 2CV W/O/RUB RED (NESCAFE)
,,SFLIDRSTW002,CONT 630ML R/STO LID W/RUB-CLR
.,,,
STGBLPCN1KB0,LOOP CONTAINER 1KG BOTTOM 2022,SFLC001BT001,LOOP CONTAINER 1KG BOTTOM - CLEAR
.,,,
STGBLPCONSP0,LOOP CONTAINER 1KG/2KG SPOON 2022,SFLC1N2SP001,LOOP CONTAINER 1KG/2KG SPOON - CHILLI
,,SFLC1N2SP002,LOOP CONTAINER 1KG/2KG SPOON - LT. GREEN
,,SFLC1N2SP003,LOOP CONTAINER 1KG/2KG SPOON - LAKE
,,SFLC1N2SP004,LOOP CONTAINER 1KG/2KG SPOON - YELLOW
.,,,
STGBLPCONTP0,LOOP CONTAINER 1KG/2KG TOP 2022,SFLC1N2TP001,LOOP CONTAINER 1KG/2KG TOP - CHILLI
,,SFLC1N2TP002,LOOP CONTAINER 1KG/2KG TOP - LT. GREEN
,,SFLC1N2TP003,LOOP CONTAINER 1KG/2KG TOP - LAKE
,,SFLC1N2TP004,LOOP CONTAINER 1KG/2KG TOP - YELLOW
.,,,
STLGYPSY0000,STOOL GYPSY,FGSTLGPSY007,STOOL GYPSY 2 I - OTHERS
.,,,
STLRATTON000,RATTAN STOOL,FGSTLRATN003,RATTAN STOOL-BLUE
,,FGSTLRATN004,RATTAN STOOL-BLACK
,,FGSTLRATN007,RATTAN STOOL-DARK BROWN
,,FGSTLRATN008,RATTAN STOOL-ORANGE
,,FGSTLRATN009,RATTAN STOOL-RED
,,FGSTLRATN012,RATTAN STOOL PHX 01 - DARK BROWN
,,FGSTLRATN013,RATTAN STOOL PHX 02 - DARK BROWN
,,FGSTLRATN014,RATTAN STOOL - FOG
,,FGSTLRATN015,RATTAN STOOL - GREEN GALLE
,,FGSTLRATN016,RATTAN STOOL PHX 03 - DARK BROWN
,,FGSTLRATN017,RATTAN STOOL PHX 01 -BLACK
,,FGSTLRATN018,RATTAN STOOL PHX 01 -RED
,,FGSTLRATN019,RATTAN STOOL PHX 01 -FOG
,,FGSTLRATN023,RATTAN STOOL PHX 02 -BLACK
.,,,
STOLUPSTRB00,UP SIT STOOL RUBBER BUSH 2023,SFSTLRBUS001,RUBBER BUSH UP SIT STOOL
.,,,
STOOLPOP0000,POP STOOL 2024,FGSTLPOPI001,POP STOOL - MANGO
,,FGSTLPOPI002,POP STOOL - RASPBERRY
,,FGSTLPOPI003,POP STOOL - BLUEBERRY
,,FGSTLPOPI005,POP STOOL - BEIGE TEA
,,FGSTLPOPI006,POP STOOL- GREIGE TEA
,,FGSTLPOPI007,POP STOOL- BROWN TEA
.,,,
STOOLUPSIT00,UP SIT STOOL 2023,FGSTLUPSI001,UP SIT STOOL - FOG
,,FGSTLUPSI002,UP SIT STOOL - CHILLI
,,FGSTLUPSI003,UP SIT STOOL - GRASS
,,FGSTLUPSI004,UP SIT STOOL - SUNNY
,,FGSTLUPSI007,UP SIT STOOL - BEIGE TEA
,,FGSTLUPSI008,UP SIT STOOL- GREIGE TEA
,,FGSTLUPSI009,UP SIT STOOL- BROWN TEA
,,FGSTLUPSI010,UP SIT STOOL- BROWN
,,FGSTLUPSI011,UP SIT STOOL PHX 01 - FOG
.,,,
TABL6SETBU00,TABLE 6 SEATER RUBBER BUSH,SFTBL6SLRB01,TABLE 6 SEATER RUBBER BUSH - BLACK
.,,,
TABL6SETCB00,TABLE 6 SEATER CROSS BAR,SFTBL6SLCB01,TABLE 6 SEATER CROSS BAR - BLACK
,,SFTBL6SLCB02,TABLE 6 SEATER CROSS BAR - COFFEE
,,SFTBL6SLCB03,TABLE 6 SEATER CROSS BAR - MILK
,,SFTBL6SLCB05,TABLE 6 SEATER CROSS BAR PHX01 - COFFEE
.,,,
TABL6SETLG00,TABLE 6 SEATER LEG,SFTBL6SLLG01,TABLE 6 SEATER LEG - BLACK
,,SFTBL6SLLG02,TABLE 6 SEATER LEG - COFFEE
,,SFTBL6SLLG03,TABLE 6 SEATER LEG - MILK
,,SFTBL6SLLG04,ABLE 6 SEATER LEG PHX01- BLACK
.,,,
TABL6SETLT00,TABLE 6 SEATER LARGE TOP,SFTBL6LLTP05,TABLE 6 SEATER SMALL TOP - BLACK ( EXP)
,,SFTBL6SLTP01,TABLE 6 SEATER LARGE TOP - COFFEE
,,SFTBL6SLTP02,TABLE 6 SEATER LARGE TOP - CREAM
,,SFTBL6SLTP03,TABLE 6 SEATER LARGE TOP - ICE
,,SFTBL6SLTP04,TABLE 6 SEATER LARGE TOP - BLACK (EXP)
.,,,
TABL6SETST00,TABLE 6 SEATER SMALL TOP,SFTBL6SSTP01,TABLE 6 SEATER SMALL TOP - COFFEE
,,SFTBL6SSTP02,TABLE 6 SEATER SMALL TOP - CREAM
,,SFTBL6SSTP03,TABLE 6 SEATER SMALL TOP - ICE
.,,,
TABLCOFJVBS0,JAVA LOW COFFEE TABLE BASE 2022,SFTBLJLCOB01,JAVA LOW COFFEE TABLE BASE - MILK
,,SFTBLJLCOB02,JAVA LOW COFFEE TABLE BASE - BLACK
,,SFTBLJLCOB03,JAVA LOW COFFEE TABLE BASE - COFFEE
,,SFTBLJLCOB04,JAVA LOW COFFEE TABLE BASE - DEEP PINK
,,SFTBLJLCOB05,JAVA LOW COFFEE TABLE BASE - GRASS
,,SFTBLJLCOB06,JAVA LOW COFFEE TABLE BASE - BEGIE TEA
,,SFTBLJLCOB07,JAVA LOW COFFEE TABLE BASE - GREIGE TEA
,,SFTBLJLCOB08,JAVA LOW COFFEE TABLE BASE - BROWN TEA
.,,,
TABLCOFJVFR0,JAVA LOW COFFEE TABLE FRAME 2022,SFTBLJLCOF01,JAVA LOW COFFEE TABLE FRAME - COFFEE
,,SFTBLJLCOF02,JAVA LOW COFFEE TABLE FRAME - ICE
,,SFTBLJLCOF03,JAVA LOW COFFEE TABLE FRAME - CREAM
,,SFTBLJLCOF04,JAVA LOW COFFEE TABLE FRAME - DEEP PINK
,,SFTBLJLCOF05,JAVA LOW COFFEE TABLE FRAME - GRASS
,,SFTBLJLCOF06,JAVA LOW COFFEE TABLE FRAME - BEGIE TEA
,,SFTBLJLCOF07,JAVA LOW COFFEE TABLE FRAME - GREIGE TEA
,,SFTBLJLCOF08,JAVA LOW COFFEE TABLE FRAME - BROWN TEA
.,,,
TABLCOFJVLG0,JAVA LOW COFFEE TABLE LEG 2022,SFTBLJLCOL01,JAVA LOW COFFEE TABLE LEG - MILK
,,SFTBLJLCOL02,JAVA LOW COFFEE TABLE LEG - BLACK
,,SFTBLJLCOL03,JAVA LOW COFFEE TABLE LEG - COFFEE
,,SFTBLJLCOL04,JAVA LOW COFFEE TABLE LEG - DEEP PINK
,,SFTBLJLCOL05,JAVA LOW COFFEE TABLE LEG - GRASS
,,SFTBLJLCOL06,JAVA LOW COFFEE TABLE LEG - BEGIE TEA
,,SFTBLJLCOL07,JAVA LOW COFFEE TABLE LEG - GREIGE TEA
,,SFTBLJLCOL08,JAVA LOW COFFEE TABLE LEG - BROWN TEA
.,,,
